@relation test

@attribute timestampStart numeric
@attribute timestampEnd numeric
@attribute userId numeric
@attribute stationIdStart numeric
@attribute stationIdEnd numeric

@data
1395518823000,1395518823000,340410469,8570339,8570339
1395571248000,1395571248000,340410469,8504086,8504086
1395597076000,1395597076000,340410469,8570339,8570339
1396277113000,1396277113000,340410469,8504086,8504086
1396623443000,1396623443000,340410469,8504775,8504775
1396896728000,1396896728000,340410469,8504086,8504086
1397106682000,1397106682000,340410469,8570339,8570339
1397243693000,1397243693000,340410469,8570465,8570465
1399005736000,1399005736000,340410469,8570406,8570406
1399135298000,1399135298000,340410469,8570440,8570440
1399199581000,1399199581000,340410469,8504772,8504772
1399206171000,1399206171000,340410469,8570465,8570465
1400934851000,1400934851000,340410469,8570339,8570339
1402321258000,1402321258000,340410469,8577673,8577673
1402593700000,1402593700000,340410469,8570339,8570339
1403406951000,1403406951000,340410469,8570465,8570465
1403952112000,1403952112000,340410469,8591864,8591864
1403953735000,1403953735000,340410469,8570339,8570339
1404026276000,1404026276000,340410469,8570465,8570465
1405781483000,1405781483000,340410469,8570339,8570339
1406218898000,1406218898000,340410469,8570465,8570465
1406643582000,1406643582000,340410469,8570440,8570440
1406649629000,1406649629000,340410469,8504775,8504775
1406741475000,1406741475000,340410469,8570440,8570440
1406917966000,1406917966000,340410469,8504855,8504855
1407342110000,1407342110000,340410469,8570465,8570465
1408286582000,1408286582000,340410469,8570440,8570440
1408375451000,1408375451000,340410469,8570465,8570465
1409324172000,1409324172000,340410469,8570440,8570440
1409392379000,1409392379000,340410469,8504134,8504134
1409476256000,1409476256000,340410469,8577612,8577612
1409489996000,1409489996000,340410469,8504780,8504780
1409498385000,1409498385000,340410469,8504134,8504134
1409583253000,1409583253000,340410469,8504775,8504775
1409668312000,1409668312000,340410469,8570465,8570465
1409982014000,1409982014000,340410469,8570339,8570339
1409988219000,1409988219000,340410469,8504133,8504133
1410598835000,1410598835000,340410469,8504772,8504772
1410613777000,1410613777000,340410469,8580468,8580468
1410668704000,1410668704000,340410469,8570465,8570465
1410687925000,1410687925000,340410469,8504014,8504014
1410776078000,1410776078000,340410469,8594244,8594244
1410884052000,1410884052000,340410469,8570465,8570465
1411368164000,1411368164000,340410469,8570339,8570339
1411651065000,1411651065000,340410469,8504086,8504086
1412064552000,1412064552000,340410469,8504999,8504999
1412086213000,1412086213000,340410469,8570465,8570465
1412337441000,1412337441000,340410469,8592096,8592096
1413391361000,1413391361000,340410469,8570440,8570440
1413474024000,1413474024000,340410469,8570465,8570465
1413611927000,1413611927000,340410469,8570339,8570339
1413626920000,1413626920000,340410469,8570440,8570440
1413741141000,1413741141000,340410469,8570339,8570339
1413918100000,1413918100000,340410469,8577725,8577725
1414519924000,1414519924000,340410469,8570465,8570465
1414681474000,1414681474000,340410469,8504775,8504775
1414939178000,1414939178000,340410469,8504014,8504014
1415102533000,1415102938000,340410469,8504775,8504014
1415360260000,1415360260000,340410469,8570339,8570339
1415445769000,1415445769000,340410469,8570465,8570465
1415539950000,1415539950000,340410469,8504772,8504772
1415641419000,1415641419000,340410469,8570440,8570440
1416485314000,1416485314000,340410469,8504014,8504014
1416492341000,1416492341000,340410469,8570465,8570465
1416571805000,1416571805000,340410469,8570440,8570440
1417188813000,1417188813000,340410469,8504014,8504014
1417282437000,1417282437000,340410469,8577725,8577725
1417360680000,1417360680000,340410469,8504086,8504086
1417371894000,1417371894000,340410469,8570465,8570465
1417688310000,1417688310000,340410469,8504855,8504855
1417706202000,1417706202000,340410469,8570440,8570440
1418062041000,1418062041000,340410469,8504014,8504014
1418126439000,1418126439000,340410469,8504775,8504775
1418131488000,1418131488000,340410469,8570465,8570465
1418372498000,1418372498000,340410469,8570339,8570339
1418386119000,1418386119000,340410469,8570440,8570440
1418388182000,1418388182000,340410469,8504014,8504014
1418392283000,1418392283000,340410469,8570465,8570465
1418750380000,1418750380000,340410469,8570339,8570339
1419258183000,1419258183000,340410469,8504023,8504023
1419357097000,1419357097000,340410469,8570465,8570465
1419798253000,1419798253000,340410469,8570339,8570339
1420303503000,1420303503000,340410469,8588746,8588746
1420735252000,1420735252000,340410469,8570465,8570465
1420891737000,1420891737000,340410469,8570440,8570440
1421601953000,1421601953000,340410469,8570465,8570465
1421682700000,1421682700000,340410469,8570440,8570440
1421698912000,1421698912000,340410469,8570465,8570465
1422107433000,1422107433000,340410469,8577670,8577670
1422112483000,1422112483000,340410469,8570465,8570465
1422546841000,1422546841000,340410469,8570440,8570440
1422639821000,1422639821000,340410469,8570465,8570465
1422899042000,1422899042000,340410469,8570339,8570339
1423071618000,1423071618000,340410469,8570440,8570440
1423167877000,1423167877000,340410469,8570465,8570465
