@relation test

@attribute timestampStart numeric
@attribute timestampEnd numeric
@attribute userId numeric
@attribute stationIdStart numeric
@attribute stationIdEnd numeric

@data
1402421587000,1402421587000,-301184480,8591766,8591766
1402428959000,1402428959000,-301184480,8588858,8588858
1402473391000,1402473391000,-301184480,8577810,8577810
1402493807000,1402493807000,-301184480,8588858,8588858
1402554313000,1402554313000,-301184480,8592374,8592374
1402556590000,1402556590000,-301184480,8589131,8589131
1402562911000,1402562911000,-301184480,8592374,8592374
1402594008000,1402594008000,-301184480,8588858,8588858
1402645771000,1402645771000,-301184480,8592374,8592374
1402649521000,1402649521000,-301184480,8592377,8592377
1402684492000,1402684492000,-301184480,8589155,8589155
1402911222000,1402911222000,-301184480,8592374,8592374
1402914751000,1402914751000,-301184480,8588860,8588860
1402934842000,1402934842000,-301184480,8589151,8589151
1402940321000,1402940321000,-301184480,8530013,8530013
1402993011000,1402993011000,-301184480,8588858,8588858
1403003582000,1403003582000,-301184480,8592374,8592374
1403083381000,1403083381000,-301184480,8588858,8588858
1403248490000,1403248490000,-301184480,8589154,8589154
1403250352000,1403250352000,-301184480,8588858,8588858
1403252846000,1403252846000,-301184480,8592377,8592377
1403325265000,1403325265000,-301184480,8588858,8588858
1403327765000,1403327765000,-301184480,8589154,8589154
1403329149000,1403329149000,-301184480,8588858,8588858
1403330145000,1403330145000,-301184480,8587255,8587255
1403336082000,1403336082000,-301184480,8592374,8592374
1403344584000,1403344584000,-301184480,8588858,8588858
1403347929000,1403347929000,-301184480,8577810,8577810
1403352443000,1403352443000,-301184480,8592374,8592374
1403531206000,1403531206000,-301184480,8588858,8588858
1403607913000,1403607913000,-301184480,8592374,8592374
1403628978000,1403628978000,-301184480,8588858,8588858
1403779992000,1403779992000,-301184480,8589154,8589154
1403939797000,1403939797000,-301184480,8588858,8588858
1404565680000,1404565680000,-301184480,8589161,8589161
1404643224000,1404643224000,-301184480,8504946,8504946
1404974688000,1404974688000,-301184480,8588858,8588858
1404987338000,1404987338000,-301184480,8588860,8588860
1405025319000,1405025319000,-301184480,8588858,8588858
1405073612000,1405073612000,-301184480,8577743,8577743
1405106246000,1405106246000,-301184480,8588858,8588858
1405330614000,1405330614000,-301184480,8592374,8592374
1405490383000,1405490383000,-301184480,8588858,8588858
1405499085000,1405499085000,-301184480,8577810,8577810
1405594121000,1405594121000,-301184480,8592374,8592374
1405595426000,1405595426000,-301184480,8588860,8588860
1405605690000,1405605690000,-301184480,8592374,8592374
1405651472000,1405651472000,-301184480,8588858,8588858
1405670469000,1405670469000,-301184480,8592374,8592374
1405965988000,1405965988000,-301184480,8588858,8588858
1406030532000,1406030532000,-301184480,8588860,8588860
1406127442000,1406127442000,-301184480,8588858,8588858
1406200758000,1406200758000,-301184480,8592374,8592374
1406233612000,1406233612000,-301184480,8588858,8588858
1406258163000,1406258163000,-301184480,8592374,8592374
1406263376000,1406263376000,-301184480,8592377,8592377
1406274088000,1406274088000,-301184480,8592374,8592374
1406703836000,1406703836000,-301184480,8588858,8588858
