@relation test

@attribute timestampStart numeric
@attribute timestampEnd numeric
@attribute userId numeric
@attribute stationIdStart numeric
@attribute stationIdEnd numeric

@data
1388397369000,1388397369000,-868204473,8589174,8589174
1388404294000,1388404294000,-868204473,8589161,8589161
1388405490000,1388405490000,-868204473,8577810,8577810
1388408354000,1388408354000,-868204473,8589161,8589161
1388438938000,1388438938000,-868204473,8592379,8592379
1388486082000,1388486082000,-868204473,8589135,8589135
1388511527000,1388511532000,-868204473,8589161,8589150
1388775004000,1388775004000,-868204473,8589174,8589174
1389094533000,1389094533000,-868204473,8589161,8589161
1389587357000,1389587357000,-868204473,8589173,8589173
1390128480000,1390128480000,-868204473,8592379,8592379
1390935249000,1390935249000,-868204473,8592389,8592389
1391159265000,1391159265000,-868204473,8589173,8589173
1391161007000,1391161007000,-868204473,8589271,8589271
1391167588000,1391168130000,-868204473,8577810,8592382
1391170464000,1391170464000,-868204473,8504138,8504138
1391238845000,1391238845000,-868204473,8592379,8592379
1391244174000,1391244174000,-868204473,8592374,8592374
1391251954000,1391251954000,-868204473,8504099,8504099
1391297788000,1391298415000,-868204473,8504138,8504138
1391335051000,1391335051000,-868204473,8504975,8504975
1391340420000,1391340420000,-868204473,8504138,8504138
1391432206000,1391432206000,-868204473,8577810,8577810
1391434825000,1391434825000,-868204473,8592379,8592379
1391451523000,1391451523000,-868204473,8577810,8577810
1391455450000,1391455450000,-868204473,8592389,8592389
1391603117000,1391603117000,-868204473,8577743,8577743
1391676491000,1391676491000,-868204473,8592379,8592379
1391782011000,1391782011000,-868204473,8504138,8504138
1391787085000,1391787085000,-868204473,8577810,8577810
1392101532000,1392101532000,-868204473,8592379,8592379
1392117481000,1392117481000,-868204473,8588344,8588344
1392198612000,1392198612000,-868204473,8592379,8592379
1392266024000,1392266024000,-868204473,8589135,8589135
1392267449000,1392267449000,-868204473,8592379,8592379
1392364076000,1392364076000,-868204473,8504138,8504138
1392437876000,1392437876000,-868204473,8577661,8577661
1392443160000,1392443160000,-868204473,8501008,8501008
1392492582000,1392492582000,-868204473,8775100,8775100
1392634977000,1392634977000,-868204473,7178805,7178805
1392996839000,1392996839000,-868204473,8587057,8587057
1393146833000,1393146833000,-868204473,8504099,8504099
1393337425000,1393337425000,-868204473,8504138,8504138
1393497196000,1393497196000,-868204473,8577743,8577743
1393523329000,1393523329000,-868204473,8589175,8589175
1393533801000,1393533801000,-868204473,8504138,8504138
1393736175000,1393736175000,-868204473,8589271,8589271
1393738041000,1393738041000,-868204473,8589173,8589173
1393854898000,1393854898000,-868204473,8504138,8504138
1394547715000,1394547715000,-868204473,8592379,8592379
1395162253000,1395162253000,-868204473,8504100,8504100
1395289059000,1395289059000,-868204473,8589135,8589135
1395739354000,1395739354000,-868204473,8592374,8592374
1395891968000,1395891968000,-868204473,8504138,8504138
1396108535000,1396108535000,-868204473,8589161,8589161
1396110924000,1396110924000,-868204473,8587255,8587255
1396130410000,1396130410000,-868204473,8592379,8592379
1396598474000,1396598474000,-868204473,8504138,8504138
1396723164000,1396723164000,-868204473,8589163,8589163
1397285505000,1397285505000,-868204473,8592374,8592374
1397491588000,1397491588000,-868204473,8589271,8589271
1397670332000,1397670332000,-868204473,8592379,8592379
1398307372000,1398307372000,-868204473,8504975,8504975
1398521009000,1398521009000,-868204473,8592374,8592374
1398710465000,1398710465000,-868204473,8504138,8504138
1399429183000,1399429183000,-868204473,8588341,8588341
1399716501000,1399716501000,-868204473,8577810,8577810
1401021245000,1401021245000,-868204473,8504138,8504138
1401716638000,1401716638000,-868204473,8504184,8504184
1402140700000,1402140700000,-868204473,8504564,8504564
1402913257000,1402913257000,-868204473,8592377,8592377
1402914688000,1402914688000,-868204473,8592374,8592374
1403761435000,1403761435000,-868204473,8577810,8577810
1404123902000,1404123902000,-868204473,8592374,8592374
1404469388000,1404469388000,-868204473,8589176,8589176
1404475917000,1404475917000,-868204473,8592379,8592379
1404546732000,1404546732000,-868204473,8592374,8592374
1404999804000,1404999804000,-868204473,8589161,8589161
1405650834000,1405650834000,-868204473,8588341,8588341
1408282089000,1408282089000,-868204473,8504138,8504138
1408507875000,1408507875000,-868204473,8592375,8592375
1408784784000,1408784784000,-868204473,8577810,8577810
1408815481000,1408815481000,-868204473,8504138,8504138
1408968341000,1408968341000,-868204473,8592374,8592374
1409295679000,1409295679000,-868204473,8589161,8589161
1409376112000,1409376112000,-868204473,8504138,8504138
1409667541000,1409667541000,-868204473,8592374,8592374
1410329775000,1410329775000,-868204473,8588341,8588341
1411549820000,1411549820000,-868204473,8591996,8591996
1411560314000,1411560314000,-868204473,8591984,8591984
1411994387000,1411994387000,-868204473,8587227,8587227
1413341702000,1413341702000,-868204473,8504100,8504100
1413358736000,1413358736000,-868204473,8589159,8589159
1413393302000,1413393302000,-868204473,8504138,8504138
1414583576000,1414583576000,-868204473,8589155,8589155
1415350964000,1415350964000,-868204473,8588859,8588859
1415508940000,1415508940000,-868204473,8588341,8588341
1416583384000,1416583384000,-868204473,8504182,8504182
1417147668000,1417147668000,-868204473,8577743,8577743
1417761522000,1417761522000,-868204473,8592377,8592377
1417763422000,1417763422000,-868204473,8592374,8592374
1418630674000,1418630674000,-868204473,8577743,8577743
1421313384000,1421313384000,-868204473,8588341,8588341
