@relation users

@attribute stationId {8508321,8588837,8589788,8589743,8589801,8502086,8593524,8589764,8591374,8577986,8573024,8577269,8573022,8589718,8589836,8577293,8577271,8588803,8589799,8505000,8508450,8591832,8589697,8589791,8589793,8502998,null,8590751,8508219,8503000,8508896,8589807,8508899}
@attribute hourOfDay {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23}
@attribute minuteOfHour {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59}
@attribute dayOfWeek {0,1,2,3,4,5,6,7}
@attribute weekday {true,false}
@attribute previousStationId {8508321,8588837,8589788,8589743,8589801,8502086,8593524,8589764,8591374,8577986,8573024,8577269,8573022,8589718,8589836,8577293,8577271,8588803,8589799,8505000,8508450,8591832,8589697,8589791,8589793,8502998,null,8590751,8508219,8503000,8508896,8589807,8508899}
@attribute nextStationId {8508321,8588837,8589788,8589743,8589801,8502086,8593524,8589764,8591374,8577986,8573024,8577269,8573022,8589718,8589836,8577293,8577271,8588803,8589799,8505000,8508450,8591832,8589697,8589791,8589793,8502998,null,8590751,8508219,8503000,8508896,8589807,8508899}

@data
8508896,15,38,2,true,null,null
8508321,3,59,3,true,8508896,8577293
8577293,11,16,2,true,null,null
8573024,16,57,4,true,null,null
8589801,8,33,5,true,null,null
8589807,18,5,3,true,null,null
8588803,17,24,4,true,null,8577293
8577293,17,25,4,true,8588803,null
8589807,20,43,5,true,null,null
8573024,12,16,6,true,null,8589807
8589807,22,56,6,true,8573024,null
8577271,12,1,7,false,null,8589807
8589807,16,5,7,false,8577271,8589743
8589743,17,21,7,false,8589807,null
8589807,7,37,2,true,null,null
8589791,20,23,4,true,null,null
8589807,11,51,5,true,null,null
8577293,15,21,6,true,null,8589807
8589807,19,14,6,true,8577293,null
8590751,8,32,7,false,null,8593524
8593524,13,11,7,false,8590751,8590751
8590751,13,11,7,false,8593524,null
8589807,17,30,1,false,null,null
8588803,18,11,3,true,null,null
8589807,12,36,4,true,null,8573024
8573024,12,37,4,true,8589807,8508899
8508899,17,46,4,true,8573024,null
8589807,14,24,5,true,null,null
8589836,11,42,7,false,null,null
8589807,14,56,2,true,null,8589718
8589718,19,35,2,true,8589807,8589697
8589697,19,36,2,true,8589718,null
8589793,18,47,3,true,null,null
8588803,15,48,4,true,null,8508899
8508899,16,10,4,true,8588803,8589807
8589807,17,30,4,true,8508899,8589793
8589793,18,25,4,true,8589807,null
8589807,4,35,5,true,null,null
8590751,5,26,3,true,null,null
8589807,4,44,4,true,null,null
8590751,7,32,7,false,null,8591832
8591832,7,49,7,false,8590751,8589807
8589807,17,42,7,false,8591832,8577986
8577986,18,47,7,false,8589807,null
8589743,20,0,1,false,null,null
8589807,4,32,2,true,null,null
8590751,6,1,3,true,null,null
8589807,8,53,5,true,null,null
8588803,16,33,7,false,null,null
8589807,9,4,1,false,null,8589799
8589799,9,15,1,false,8589807,8589791
8589791,10,11,1,false,8589799,8589807
8589807,12,37,1,false,8589791,8589799
8589799,13,12,1,false,8589807,null
8589764,9,30,2,true,null,8502086
8502086,13,50,2,true,8589764,8577271
8577271,17,37,2,true,8502086,null
8589807,7,35,3,true,null,8502086
8502086,16,12,3,true,8589807,null
8502998,6,29,5,true,null,8589743
8589743,20,49,5,true,8502998,null
8505000,9,57,7,false,null,8502086
8502086,13,45,7,false,8505000,null
8589807,19,7,3,true,null,null
8508899,12,26,4,true,null,null
8589807,18,59,6,true,null,null
8590751,7,33,7,false,null,8589764
8589764,14,56,7,false,8590751,8508219
8508219,15,3,7,false,8589764,null
8589791,10,30,1,false,null,null
8589793,18,42,3,true,null,null
8502086,10,26,4,true,null,null
8577269,11,25,6,true,null,8588837
8588837,12,1,6,true,8577269,8589807
8589807,18,39,6,true,8588837,null
8503000,19,13,7,false,null,null
8589807,16,29,1,false,null,8589697
8589697,19,22,1,false,8589807,null
8502086,13,39,2,true,null,8589807
8589807,15,35,2,true,8502086,8508450
8508450,16,9,2,true,8589807,null
8502998,8,12,4,true,null,8502086
8502086,15,22,4,true,8502998,8589807
8589807,17,45,4,true,8502086,null
8590751,10,4,7,false,null,8589807
8589807,21,34,7,false,8590751,null
8502086,14,43,3,true,null,null
8589807,13,21,5,true,null,8589788
8589788,13,55,5,true,8589807,8589791
8589791,14,2,5,true,8589788,null
8502086,16,42,7,false,null,8589807
8589807,19,45,7,false,8502086,null
8591374,0,5,1,false,null,null
8502086,14,41,2,true,null,8589807
8589807,16,44,2,true,8502086,null
8502086,10,26,4,true,null,null
8589807,7,47,6,true,null,null
8590751,7,15,7,false,null,null
8589807,13,49,1,false,null,8573022
8573022,14,2,1,false,8589807,8589743
8589743,15,36,1,false,8573022,null
8589807,5,7,2,true,null,8502086
8502086,14,38,2,true,8589807,null
8590751,6,15,3,true,null,8589807
8589807,9,52,3,true,8590751,8502086
8502086,14,8,3,true,8589807,null
8589807,18,50,7,false,null,null
