@relation test

@attribute timestampStart numeric
@attribute timestampEnd numeric
@attribute userId numeric
@attribute stationIdStart numeric
@attribute stationIdEnd numeric

@data
1394434579000,1394434579000,935850574,8579946,8579946
1394518244000,1394518244000,935850574,8593369,8593369
1395151347000,1395151347000,935850574,8587841,8587841
1395152645000,1395152645000,935850574,8593322,8593322
1395315635000,1395315635000,935850574,8593369,8593369
1404803987000,1404803987000,935850574,8593369,8593369
1410066951000,1410066951000,935850574,8593369,8593369
1411016029000,1411016029000,935850574,8593322,8593322
1411141172000,1411141172000,935850574,8593369,8593369
1412148312000,1412148312000,935850574,8593322,8593322
1412349350000,1412349350000,935850574,8587841,8587841
1412682735000,1412682797000,935850574,8576410,8576392
1412924177000,1412924177000,935850574,8593322,8593322
1412925501000,1412925501000,935850574,8592467,8592467
1413773329000,1413773329000,935850574,8593369,8593369
1413905015000,1413905015000,935850574,8576392,8576392
1414032611000,1414032611000,935850574,8593369,8593369
1414082413000,1414082514000,935850574,8576410,8576725
1414311518000,1414311518000,935850574,8593376,8593376
1414384907000,1414384907000,935850574,8593369,8593369
1414405372000,1414405372000,935850574,8571923,8571923
1414471518000,1414471518000,935850574,8593369,8593369
1414570109000,1414570109000,935850574,8576392,8576392
1414598245000,1414598245000,935850574,8593369,8593369
1414677594000,1414677594000,935850574,8576725,8576725
1414765595000,1414765595000,935850574,8593369,8593369
1414878281000,1414878824000,935850574,8576391,8576725
1415020715000,1415020715000,935850574,8593369,8593369
1415289443000,1415289443000,935850574,8576410,8576410
1415335094000,1415335094000,935850574,8593369,8593369
1415469547000,1415469547000,935850574,8576725,8576725
1415680725000,1415680725000,935850574,8593369,8593369
1416156869000,1416156869000,935850574,8576392,8576392
1416319359000,1416319359000,935850574,8593369,8593369
1417354307000,1417354307000,935850574,8576391,8576391
1417408586000,1417408586000,935850574,8593369,8593369
1417523123000,1417523123000,935850574,8593322,8593322
1417581568000,1417581568000,935850574,8593369,8593369
1418222723000,1418222723000,935850574,8593322,8593322
1418223456000,1418223456000,935850574,8593369,8593369
1418979621000,1418979621000,935850574,8593322,8593322
1419174535000,1419174535000,935850574,8593369,8593369
1419175586000,1419175586000,935850574,8593322,8593322
1419242079000,1419242079000,935850574,8593369,8593369
1419243331000,1419243331000,935850574,8587619,8587619
1419431360000,1419431360000,935850574,8593369,8593369
1419879696000,1419879696000,935850574,8593322,8593322
1420123446000,1420123446000,935850574,8593369,8593369
1420693674000,1420693674000,935850574,8576391,8576391
1420778935000,1420778935000,935850574,8593369,8593369
1422537256000,1422537256000,935850574,8593558,8593558
1422605736000,1422605736000,935850574,8593369,8593369
