@relation test

@attribute timestampStart numeric
@attribute timestampEnd numeric
@attribute userId numeric
@attribute stationIdStart numeric
@attribute stationIdEnd numeric

@data
1388478773000,1388478773000,30601271,8592126,8592126
1388490248000,1388490248000,30601271,8592127,8592127
1388694897000,1388694897000,30601271,8592050,8592050
1388748092000,1388748092000,30601271,8592126,8592126
1388814887000,1388814887000,30601271,8592127,8592127
1388815900000,1388815900000,30601271,8579255,8579255
1389075218000,1389075218000,30601271,8592127,8592127
1389112345000,1389112345000,30601271,8592126,8592126
1389124728000,1389124728000,30601271,8592124,8592124
1389330251000,1389330251000,30601271,8592127,8592127
1389368893000,1389368893000,30601271,8592126,8592126
1389431776000,1389431776000,30601271,8592127,8592127
1389433567000,1389433567000,30601271,8592126,8592126
1389586949000,1389586949000,30601271,8592031,8592031
1390196123000,1390196123000,30601271,8592126,8592126
1390736702000,1390736702000,30601271,8501020,8501020
1390795775000,1390795775000,30601271,8592031,8592031
1391492296000,1391492582000,30601271,8592112,8592126
1391525727000,1391525727000,30601271,8592055,8592055
1391662904000,1391662904000,30601271,8592031,8592031
1391865637000,1391865637000,30601271,8592126,8592126
1392095245000,1392095245000,30601271,8592112,8592112
1392183796000,1392183796000,30601271,8592031,8592031
1392264947000,1392264947000,30601271,8592127,8592127
1392391498000,1392391498000,30601271,8592126,8592126
1392994886000,1392994886000,30601271,8592055,8592055
1393056331000,1393056331000,30601271,8592031,8592031
1393102354000,1393102354000,30601271,8592009,8592009
1394264625000,1394264625000,30601271,8592126,8592126
1394732233000,1394732233000,30601271,8592200,8592200
1394870939000,1394870939000,30601271,8592031,8592031
1394910588000,1394910588000,30601271,8591365,8591365
1395332211000,1395332211000,30601271,8592031,8592031
1395508925000,1395508925000,30601271,8592095,8592095
1395520335000,1395520335000,30601271,8592180,8592180
1395849686000,1395849696000,30601271,8592024,8592061
1395859731000,1395860167000,30601271,8592044,8592121
1396081783000,1396081783000,30601271,8592031,8592031
1396924833000,1396924833000,30601271,8592126,8592126
1397101321000,1397101321000,30601271,8592031,8592031
1401436460000,1401436460000,30601271,8590442,8590442
1401736612000,1401736612000,30601271,8501120,8501120
1401943993000,1401943993000,30601271,8592172,8592172
1402055329000,1402055329000,30601271,8592095,8592095
1402060308000,1402060308000,30601271,8579255,8579255
1402115065000,1402115065000,30601271,8592031,8592031
1402578034000,1402578034000,30601271,8579238,8579238
1402927178000,1402927178000,30601271,8592095,8592095
1403065175000,1403065175000,30601271,8592031,8592031
1403090734000,1403090734000,30601271,8579255,8579255
1403097904000,1403097904000,30601271,8592031,8592031
1403176255000,1403176255000,30601271,8594008,8594008
1403237371000,1403237371000,30601271,8592031,8592031
1403941994000,1403941994000,30601271,8579255,8579255
1404155743000,1404155743000,30601271,8592121,8592121
1404242360000,1404242360000,30601271,8579237,8579237
1404396718000,1404396718000,30601271,8592050,8592050
1404459770000,1404459770000,30601271,8592031,8592031
1404544219000,1404544219000,30601271,8579255,8579255
1404880904000,1404880904000,30601271,8592031,8592031
1405423841000,1405423841000,30601271,8592118,8592118
1405426794000,1405426794000,30601271,8592031,8592031
1405753860000,1405753860000,30601271,8579255,8579255
1405922032000,1405922032000,30601271,8592031,8592031
1408172503000,1408172503000,30601271,8579255,8579255
1410010889000,1410010889000,30601271,8592095,8592095
1411198079000,1411198079000,30601271,8579255,8579255
1411235683000,1411235683000,30601271,8592179,8592179
1411239439000,1411239439000,30601271,8592095,8592095
1412450333000,1412450333000,30601271,8579237,8579237
1412964247000,1412964247000,30601271,8592179,8592179
1415601293000,1415601310000,30601271,8591980,8592096
1416054924000,1416054924000,30601271,8592049,8592049
